date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:10:28	3200/3200	---M-Z	200	added ('OK')	text/css	etag:%22c80-68caaa65-51b3f789193d2523;gz%22	https://sharvaconsulting.com/wp-admin/css/l10n.min.css?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-admin/css/l10n.mina784.css	(from https://sharvaconsulting.com/wp-login.php)
14:10:28	6381/6381	---M-Z	200	added ('OK')	text/css	etag:%2218ed-68caaa65-25d00647fe7ea366;gz%22	https://sharvaconsulting.com/wp-admin/css/login.min.css?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-admin/css/login.mina784.css	(from https://sharvaconsulting.com/wp-login.php)
14:10:28	1323/1323	---M--	200	added ('OK')	image/jpeg	etag:%2252b-68caaa67-99a4432f3b73ee4c;;;%22	https://sharvaconsulting.com/wp-content/uploads/2025/08/cropped-1000325607-1-32x32.jpeg	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/2025/08/cropped-1000325607-1-32x32.jpg	(from https://sharvaconsulting.com/wp-login.php)
14:10:29	9970/9970	---M--	200	added ('OK')	image/jpeg	etag:%2226f2-68caaa67-d57cf3abef2693d9;;;%22	https://sharvaconsulting.com/wp-content/uploads/2025/08/cropped-1000325607-1-192x192.jpeg	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/2025/08/cropped-1000325607-1-192x192.jpg	(from https://sharvaconsulting.com/wp-login.php)
14:10:29	9153/9153	---M--	200	added ('OK')	image/jpeg	etag:%2223c1-68caaa67-61aae2c466e6adc9;;;%22	https://sharvaconsulting.com/wp-content/uploads/2025/08/cropped-1000325607-1-180x180.jpeg	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/2025/08/cropped-1000325607-1-180x180.jpg	(from https://sharvaconsulting.com/wp-login.php)
14:10:30	6379/6379	---M-Z	200	added ('OK')	text/html	date:Fri,%2026%20Jun%202026%2008:41:31%20GMT	https://sharvaconsulting.com/wp-login.php?action=lostpassword	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-loginc2b6.html	(from https://sharvaconsulting.com/wp-login.php)
14:10:30	256594/256594	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jun%202026%2008:41:31%20GMT	https://sharvaconsulting.com/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/index.html	(from https://sharvaconsulting.com/wp-login.php)
14:10:30	9009/9009	---M-Z	200	added ('OK')	application/x-javascript	etag:%222331-68caaa66-96a84cb628ed8996;gz%22	https://sharvaconsulting.com/wp-includes/js/clipboard.min.js?ver=2.0.11	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/clipboard.min3c89.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:31	211843/211843	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jun%202026%2008:41:31%20GMT	https://sharvaconsulting.com/register/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/register/index.html	(from https://sharvaconsulting.com/wp-login.php)
14:10:31	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-68caaa66-c8bd29e03bacbbb0;gz%22	https://sharvaconsulting.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:31	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-68caaa66-c41cd5af97732607;gz%22	https://sharvaconsulting.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:31	351/351	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215f-68caaa66-c144ee4b626cb428;gz%22	https://sharvaconsulting.com/wp-includes/js/zxcvbn-async.min.js?ver=1.0	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/zxcvbn-async.min5152.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:31	216392/216392	---MCZ	200	added ('OK')	text/html	date:Fri,%2026%20Jun%202026%2008:41:32%20GMT	https://sharvaconsulting.com/privacy-policy/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/privacy-policy/index.html	(from https://sharvaconsulting.com/wp-login.php)
14:10:32	4776/4776	---M-Z	200	added ('OK')	application/x-javascript	etag:%2212a8-68caaa66-9556f4049347949d;gz%22	https://sharvaconsulting.com/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/hooks.min4fdd.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:32	9141/9141	---M-Z	200	added ('OK')	application/x-javascript	etag:%2223b5-68caaa66-232f29eebf25f59c;gz%22	https://sharvaconsulting.com/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/i18n.minc33c.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:32	1123/1123	---M-Z	200	added ('OK')	application/x-javascript	etag:%22463-68caaa65-76c759b517077edc;gz%22	https://sharvaconsulting.com/wp-admin/js/password-strength-meter.min.js?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-admin/js/password-strength-meter.mina784.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:32	18905/18905	---M-Z	200	added ('OK')	application/x-javascript	etag:%2249d9-68caaa66-641c2e98b72b5ed4;gz%22	https://sharvaconsulting.com/wp-includes/js/underscore.min.js?ver=1.13.7	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/underscore.min3ab8.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:33	1431/1431	---M-Z	200	added ('OK')	application/x-javascript	etag:%22597-69b97e54-b01011bcce585f59;gz%22	https://sharvaconsulting.com/wp-includes/js/wp-util.min.js?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/wp-util.mina784.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:33	457/457	---M-Z	200	added ('OK')	application/x-javascript	etag:%221c9-68caaa66-8bdb68a6fc7b773e;gz%22	https://sharvaconsulting.com/wp-includes/js/dist/dom-ready.min.js?ver=f77871ff7694fffea381	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/dom-ready.min5346.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:33	2358/2358	---M-Z	200	added ('OK')	application/x-javascript	etag:%22936-68caaa66-ce33a089668b8a1c;gz%22	https://sharvaconsulting.com/wp-includes/js/dist/a11y.min.js?ver=3156534cc54473497e14	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/dist/a11y.min3f73.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:33	6862/6862	---M-Z	200	added ('OK')	application/x-javascript	etag:%221ace-68caaa65-82412a3cc2a7b21;gz%22	https://sharvaconsulting.com/wp-admin/js/user-profile.min.js?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-admin/js/user-profile.mina784.js	(from https://sharvaconsulting.com/wp-login.php)
14:10:34	723/723	---M--	200	added ('OK')	image/gif	etag:%222d3-69de1d1a-8757ab6376f11c4c;;;%22	https://sharvaconsulting.com/wp-content/plugins/formidable/images/ajax_loader.gif	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/formidable/images/ajax_loader.gif	(from https://sharvaconsulting.com/wp-content/plugins/formidable/css/formidableforms.css?ver=4141055)
14:10:35	56564/56564	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%22dcf4-68caaa65-9a168def8d49c56d;gz%22	https://sharvaconsulting.com/wp-includes/fonts/dashicons.eot?99ac726223c749443b642ce33df8b800	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/fonts/dashicons7d4b.eot	(from https://sharvaconsulting.com/wp-includes/css/dashicons.min.css?ver=6.8.5)
14:10:35	56392/56392	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22dc48-68caaa65-8eaf7e9e8bf27f10;gz%22	https://sharvaconsulting.com/wp-includes/fonts/dashicons.ttf?99ac726223c749443b642ce33df8b800	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/fonts/dashicons7d4b.ttf	(from https://sharvaconsulting.com/wp-includes/css/dashicons.min.css?ver=6.8.5)
14:10:35	1368/1368	---M--	200	added ('OK')	image/gif	etag:%22558-68caaa65-2a37c55906556868;;;%22	https://sharvaconsulting.com/wp-admin/images/loading.gif	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-admin/images/loading.gif	(from https://sharvaconsulting.com/wp-admin/css/forms.min.css?ver=6.8.5)
14:10:36	3113/3113	---M--	200	added ('OK')	image/png	etag:%22c29-68caaa65-c09cd2cfab523e80;;;%22	https://sharvaconsulting.com/wp-admin/images/w-logo-blue.png?ver=20131202	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-admin/images/w-logo-blue7a53.png	(from https://sharvaconsulting.com/wp-admin/css/login.min.css?ver=6.8.5)
14:10:36	1521/1521	---M-Z	200	added ('OK')	image/svg+xml	etag:%225f1-68caaa65-2534cd6f4db40c90;gz%22	https://sharvaconsulting.com/wp-admin/images/wordpress-logo.svg?ver=20131107	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-admin/images/wordpress-logo7d6b.svg	(from https://sharvaconsulting.com/wp-admin/css/login.min.css?ver=6.8.5)
14:10:37	1211/1211	---M-Z	200	added ('OK')	image/png	etag:%224bb-647d679165d9e%22	https://demos.wplms.io/wp-content/themes/wplms/assets/images/favicon.png	C:/Users/USER/Downloads/Internship/mywebsite/demos.wplms.io/wp-content/themes/wplms/assets/images/favicon.png	(from https://sharvaconsulting.com/)
14:10:37	87655/87655	---M-Z	200	added ('OK')	text/css	etag:%2215667-68caaa65-bfa639a334559efc;gz%22	https://sharvaconsulting.com/wp-includes/css/dist/components/style.min.css?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/css/dist/components/style.mina784.css	(from https://sharvaconsulting.com/)
14:10:37	1467/1467	---M-Z	200	added ('OK')	text/css	etag:%225bb-68caaa65-bc14fabf6d3117ea;gz%22	https://sharvaconsulting.com/wp-includes/css/dist/preferences/style.min.css?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/css/dist/preferences/style.mina784.css	(from https://sharvaconsulting.com/)
14:10:38	118854/118854	---M-Z	200	added ('OK')	text/css	etag:%221d046-68caaa65-c6d216d75101d899;gz%22	https://sharvaconsulting.com/wp-includes/css/dist/block-editor/style.min.css?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/css/dist/block-editor/style.mina784.css	(from https://sharvaconsulting.com/)
14:10:38	6874/6874	---M-Z	200	added ('OK')	text/css	etag:%221ada-68e6a582-51389caa15805657;gz%22	https://sharvaconsulting.com/wp-content/plugins/popup-maker/dist/packages/block-library-style.css?ver=dbea705cfafe089d65f1	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/popup-maker/dist/packages/block-library-style5828.css	(from https://sharvaconsulting.com/)
14:10:38	542/542	---M-Z	200	added ('OK')	text/css	etag:%2221e-68caaa65-2ff5026782ee8e7d;gz%22	https://sharvaconsulting.com/wp-includes/css/dist/reusable-blocks/style.min.css?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/css/dist/reusable-blocks/style.mina784.css	(from https://sharvaconsulting.com/)
14:10:38	29535/29535	---M-Z	200	added ('OK')	application/rss+xml	etag:%22c3969290cfcf34af2195f9baa05b9bbe%22	https://sharvaconsulting.com/feed/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/feed/index.html	(from https://sharvaconsulting.com/)
14:10:38	1773/1773	---M-Z	200	added ('OK')	text/css	etag:%226ed-68caaa65-2fcf9382d75d9108;gz%22	https://sharvaconsulting.com/wp-includes/css/dist/patterns/style.min.css?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/css/dist/patterns/style.mina784.css	(from https://sharvaconsulting.com/)
14:10:39	57824/57824	---M-Z	200	added ('OK')	text/css	etag:%22e1e0-68caaa65-c97b2a39e22d184a;gz%22	https://sharvaconsulting.com/wp-includes/css/dist/editor/style.min.css?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/css/dist/editor/style.mina784.css	(from https://sharvaconsulting.com/)
14:10:39	0/0	---M--	200	added ('OK')	text/css	etag:%220-69721fc1-4f9df9e2ce974c1f;;;%22	https://sharvaconsulting.com/wp-content/plugins/ichart/gutenberg/ichart-block/dist/blocks.style.build.css?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/ichart/gutenberg/ichart-block/dist/blocks.style.builda784.css	(from https://sharvaconsulting.com/)
14:10:39	37639/37639	---M-Z	200	added ('OK')	text/css	etag:%229307-68caaa67-83d212ee89d29924;gz%22	https://sharvaconsulting.com/wp-content/plugins/vibebp/assets/css/plyr.css?ver=1.9.9.8	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/vibebp/assets/css/plyr8759.css	(from https://sharvaconsulting.com/)
14:10:39	12575/12575	---M-Z	200	added ('OK')	application/rss+xml	etag:%220621ee3dbdb80e4d0089231726016fc1%22	https://sharvaconsulting.com/comments/feed/	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/comments/feed/index.html	(from https://sharvaconsulting.com/)
14:10:39	2403/2403	---M-Z	200	added ('OK')	text/css	etag:%22963-68caaa67-91a9c20b5cec8d77;gz%22	https://sharvaconsulting.com/wp-content/plugins/wplms_plugin/assets/css/course_video.css?ver=1.9.9.7	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/wplms_plugin/assets/css/course_video0866.css	(from https://sharvaconsulting.com/)
14:10:40	3374/3374	---M-Z	200	added ('OK')	text/css	etag:%22d2e-6a3ab7a6-63a3f49c4fd6bba6;gz%22	https://sharvaconsulting.com/wp-content/plugins/h5p/h5p-php-library/styles/h5p-fonts.css?ver=1.17.8	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/h5p/h5p-php-library/styles/h5p-fontsea24.css	(from https://sharvaconsulting.com/)
14:10:40	15647/15647	---M-Z	200	added ('OK')	text/css	etag:%223d1f-6a3ab7a6-50dcca0f7af5f56;gz%22	https://sharvaconsulting.com/wp-content/plugins/h5p/h5p-php-library/styles/h5p.css?ver=1.17.8	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/h5p/h5p-php-library/styles/h5pea24.css	(from https://sharvaconsulting.com/)
14:10:40	48603/48603	---M-Z	200	added ('OK')	text/css	etag:%22bddb-68caaa66-9a3198e170c89e82;gz%22	https://sharvaconsulting.com/wp-content/themes/wplms/assets/css/woocommerce.min.css?ver=4.966	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/themes/wplms/assets/css/woocommerce.minff2e.css	(from https://sharvaconsulting.com/)
14:10:40	30946/30946	---M-Z	200	added ('OK')	text/css	etag:%2278e2-68caaa66-b254da88e8070696;gz%22	https://sharvaconsulting.com/wp-content/themes/wplms/assets/fonts/font-awesome.min.css?ver=4.966	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/themes/wplms/assets/fonts/font-awesome.minff2e.css	(from https://sharvaconsulting.com/)
14:10:40	533078/533078	---M-Z	200	added ('OK')	text/css	etag:%2282256-68caaa66-5dc8039a0cac3556;gz%22	https://sharvaconsulting.com/wp-content/themes/wplms/assets/css/style.legacy.css?ver=4.966	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/themes/wplms/assets/css/style.legacyff2e.css	(from https://sharvaconsulting.com/)
14:10:40	60978/60978	---M-Z	200	added ('OK')	text/css	etag:%22ee32-68caaa66-e359088860d2370b;gz%22	https://sharvaconsulting.com/wp-content/themes/wplms/assets/css/v4.min.css?ver=4.966	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/themes/wplms/assets/css/v4.minff2e.css	(from https://sharvaconsulting.com/)
14:10:41	78748/78748	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%221339c-68caaa67-16a9ac4e4895c76c;gz%22	https://sharvaconsulting.com/wp-content/plugins/vibebp/assets/fonts/vicon.eot?ver=	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/vibebp/assets/fonts/vicone9d4.eot	(from https://sharvaconsulting.com/)
14:10:41	56108/56108	---M--	200	added ('OK')	application/font-woff	etag:%22db2c-68caaa67-a2818a2db0ad585a;;;%22	https://sharvaconsulting.com/wp-content/plugins/vibebp/assets/fonts/vicon.woff?ver=	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/vibebp/assets/fonts/vicone9d4.woff	(from https://sharvaconsulting.com/)
14:10:41	78584/78584	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22132f8-68caaa67-85bf9e626f3d633d;gz%22	https://sharvaconsulting.com/wp-content/plugins/vibebp/assets/fonts/vicon.ttf?ver=	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/vibebp/assets/fonts/vicone9d4.ttf	(from https://sharvaconsulting.com/)
14:10:42	234269/234269	---M-Z	200	added ('OK')	image/svg+xml	etag:%223931d-68caaa67-fb396b4661ad6ba;gz%22	https://sharvaconsulting.com/wp-content/plugins/vibebp/assets/fonts/vicon.svg?ver=	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/vibebp/assets/fonts/vicone9d4.svg	(from https://sharvaconsulting.com/)
14:10:42	20358/20358	---M-Z	200	added ('OK')	text/css	etag:%224f86-68caaa66-90466b2c242ee1d5;gz%22	https://sharvaconsulting.com/wp-content/themes/wplms/assets/css/modern.min.css?ver=4.966	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/themes/wplms/assets/css/modern.minff2e.css	(from https://sharvaconsulting.com/)
14:10:42	11256/11256	---M-Z	200	added ('OK')	text/css	etag:%222bf8-68caaa66-18cccabdb431b0a0;gz%22	https://sharvaconsulting.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/mediaelement/mediaelementplayer-legacy.min1f61.css	(from https://sharvaconsulting.com/)
14:10:42	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:43%20GMT	https://sharvaconsulting.com/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.8.5	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-includes/js/mediaelement/wp-mediaelement.mina784.css	(from https://sharvaconsulting.com/)
14:10:42	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:44%20GMT	https://sharvaconsulting.com/wp-content/plugins/wplms_plugin/includes/vibe-course-module/includes/css/course_template.css?ver=1.9.9.7	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/wplms_plugin/includes/vibe-course-module/includes/css/course_template0866.css	(from https://sharvaconsulting.com/)
14:10:43	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:44%20GMT	https://sharvaconsulting.com/wp-content/plugins/vibebp/assets/css/front.css?ver=1.9.9.8	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/vibebp/assets/css/front8759.css	(from https://sharvaconsulting.com/)
14:10:44	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2026%20Jun%202026%2008:41:44%20GMT	http://sharvaconsulting.com/wp-content/uploads/pum/pum-site-styles.css?generated=1759951177&ver=1.21.4	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/pum/pum-site-styles.3b441b.delayed	(from https://sharvaconsulting.com/)
14:10:44	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:45%20GMT	https://sharvaconsulting.com/wp-content/uploads/pum/pum-site-styles.css?generated=1759951177&ver=1.21.4	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/pum/pum-site-styles441b.css	(from https://sharvaconsulting.com/)
14:10:44	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:45%20GMT	https://sharvaconsulting.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=4.1.2	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/elementor/assets/css/frontend.min8aee.css	(from https://sharvaconsulting.com/)
14:10:44	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:45%20GMT	https://sharvaconsulting.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=6.6.8	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.minf7b3.css	(from https://sharvaconsulting.com/)
14:10:44	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:45%20GMT	https://sharvaconsulting.com/wp-content/uploads/essential-addons-elementor/eael-362.css?ver=1760142122	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/essential-addons-elementor/eael-362bd31.css	(from https://sharvaconsulting.com/)
14:10:44	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:46%20GMT	https://sharvaconsulting.com/wp-content/uploads/elementor/css/post-34.css?ver=1782233001	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/uploads/elementor/css/post-34efe8.css	(from https://sharvaconsulting.com/)
14:10:45	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:46%20GMT	https://sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-heading.min.css?ver=4.1.2	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-heading.min8aee.css	(from https://sharvaconsulting.com/)
14:10:45	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:46%20GMT	https://sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-spacer.min.css?ver=4.1.2	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-spacer.min8aee.css	(from https://sharvaconsulting.com/)
14:10:45	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Fri,%2026%20Jun%202026%2008:41:46%20GMT	https://sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=4.1.2	C:/Users/USER/Downloads/Internship/mywebsite/sharvaconsulting.com/wp-content/plugins/elementor/assets/css/widget-image.min8aee.css	(from https://sharvaconsulting.com/)
